(before at truck1 depot1),(before at truck1 depot2),(before at truck1 market1),(before at truck1 market2),(before at truck2 depot1),(before at truck2 depot2),(before at truck2 market1),(before at truck2 market2),(before connected depot1 depot2),(before connected depot1 market1),(before connected depot1 market2),(before connected depot2 depot1),(before connected depot2 market1),(before connected depot2 market2),(before connected market1 depot1),(before connected market1 depot2),(before connected market1 market2),(before connected market2 depot1),(before connected market2 depot2),(before connected market2 market1),(before loaded goods1 truck1 level0),(before loaded goods1 truck1 level1),(before loaded goods1 truck1 level2),(before loaded goods1 truck1 level3),(before loaded goods1 truck1 level4),(before loaded goods1 truck2 level0),(before loaded goods1 truck2 level1),(before loaded goods1 truck2 level2),(before loaded goods1 truck2 level3),(before loaded goods1 truck2 level4),(before loaded goods2 truck1 level0),(before loaded goods2 truck1 level1),(before loaded goods2 truck1 level2),(before loaded goods2 truck1 level3),(before loaded goods2 truck1 level4),(before loaded goods2 truck2 level0),(before loaded goods2 truck2 level1),(before loaded goods2 truck2 level2),(before loaded goods2 truck2 level3),(before loaded goods2 truck2 level4),(before loaded goods3 truck1 level0),(before loaded goods3 truck1 level1),(before loaded goods3 truck1 level2),(before loaded goods3 truck1 level3),(before loaded goods3 truck1 level4),(before loaded goods3 truck2 level0),(before loaded goods3 truck2 level1),(before loaded goods3 truck2 level2),(before loaded goods3 truck2 level3),(before loaded goods3 truck2 level4),(before next level0 level1),(before next level0 level2),(before next level0 level3),(before next level0 level4),(before next level1 level0),(before next level1 level2),(before next level1 level3),(before next level1 level4),(before next level2 level0),(before next level2 level1),(before next level2 level3),(before next level2 level4),(before next level3 level0),(before next level3 level1),(before next level3 level2),(before next level3 level4),(before next level4 level0),(before next level4 level1),(before next level4 level2),(before next level4 level3),(before on-sale goods1 market1 level0),(before on-sale goods1 market1 level1),(before on-sale goods1 market1 level2),(before on-sale goods1 market1 level3),(before on-sale goods1 market1 level4),(before on-sale goods1 market2 level0),(before on-sale goods1 market2 level1),(before on-sale goods1 market2 level2),(before on-sale goods1 market2 level3),(before on-sale goods1 market2 level4),(before on-sale goods2 market1 level0),(before on-sale goods2 market1 level1),(before on-sale goods2 market1 level2),(before on-sale goods2 market1 level3),(before on-sale goods2 market1 level4),(before on-sale goods2 market2 level0),(before on-sale goods2 market2 level1),(before on-sale goods2 market2 level2),(before on-sale goods2 market2 level3),(before on-sale goods2 market2 level4),(before on-sale goods3 market1 level0),(before on-sale goods3 market1 level1),(before on-sale goods3 market1 level2),(before on-sale goods3 market1 level3),(before on-sale goods3 market1 level4),(before on-sale goods3 market2 level0),(before on-sale goods3 market2 level1),(before on-sale goods3 market2 level2),(before on-sale goods3 market2 level3),(before on-sale goods3 market2 level4),(before ready-to-load goods1 market1 level0),(before ready-to-load goods1 market1 level1),(before ready-to-load goods1 market1 level2),(before ready-to-load goods1 market1 level3),(before ready-to-load goods1 market1 level4),(before ready-to-load goods1 market2 level0),(before ready-to-load goods1 market2 level1),(before ready-to-load goods1 market2 level2),(before ready-to-load goods1 market2 level3),(before ready-to-load goods1 market2 level4),(before ready-to-load goods2 market1 level0),(before ready-to-load goods2 market1 level1),(before ready-to-load goods2 market1 level2),(before ready-to-load goods2 market1 level3),(before ready-to-load goods2 market1 level4),(before ready-to-load goods2 market2 level0),(before ready-to-load goods2 market2 level1),(before ready-to-load goods2 market2 level2),(before ready-to-load goods2 market2 level3),(before ready-to-load goods2 market2 level4),(before ready-to-load goods3 market1 level0),(before ready-to-load goods3 market1 level1),(before ready-to-load goods3 market1 level2),(before ready-to-load goods3 market1 level3),(before ready-to-load goods3 market1 level4),(before ready-to-load goods3 market2 level0),(before ready-to-load goods3 market2 level1),(before ready-to-load goods3 market2 level2),(before ready-to-load goods3 market2 level3),(before ready-to-load goods3 market2 level4),(before stored goods1 level0),(before stored goods1 level1),(before stored goods1 level2),(before stored goods1 level3),(before stored goods1 level4),(before stored goods2 level0),(before stored goods2 level1),(before stored goods2 level2),(before stored goods2 level3),(before stored goods2 level4),(before stored goods3 level0),(before stored goods3 level1),(before stored goods3 level2),(before stored goods3 level3),(before stored goods3 level4),(after at truck1 depot1),(after at truck1 depot2),(after at truck1 market1),(after at truck1 market2),(after at truck2 depot1),(after at truck2 depot2),(after at truck2 market1),(after at truck2 market2),(after connected depot1 depot2),(after connected depot1 market1),(after connected depot1 market2),(after connected depot2 depot1),(after connected depot2 market1),(after connected depot2 market2),(after connected market1 depot1),(after connected market1 depot2),(after connected market1 market2),(after connected market2 depot1),(after connected market2 depot2),(after connected market2 market1),(after loaded goods1 truck1 level0),(after loaded goods1 truck1 level1),(after loaded goods1 truck1 level2),(after loaded goods1 truck1 level3),(after loaded goods1 truck1 level4),(after loaded goods1 truck2 level0),(after loaded goods1 truck2 level1),(after loaded goods1 truck2 level2),(after loaded goods1 truck2 level3),(after loaded goods1 truck2 level4),(after loaded goods2 truck1 level0),(after loaded goods2 truck1 level1),(after loaded goods2 truck1 level2),(after loaded goods2 truck1 level3),(after loaded goods2 truck1 level4),(after loaded goods2 truck2 level0),(after loaded goods2 truck2 level1),(after loaded goods2 truck2 level2),(after loaded goods2 truck2 level3),(after loaded goods2 truck2 level4),(after loaded goods3 truck1 level0),(after loaded goods3 truck1 level1),(after loaded goods3 truck1 level2),(after loaded goods3 truck1 level3),(after loaded goods3 truck1 level4),(after loaded goods3 truck2 level0),(after loaded goods3 truck2 level1),(after loaded goods3 truck2 level2),(after loaded goods3 truck2 level3),(after loaded goods3 truck2 level4),(after next level0 level1),(after next level0 level2),(after next level0 level3),(after next level0 level4),(after next level1 level0),(after next level1 level2),(after next level1 level3),(after next level1 level4),(after next level2 level0),(after next level2 level1),(after next level2 level3),(after next level2 level4),(after next level3 level0),(after next level3 level1),(after next level3 level2),(after next level3 level4),(after next level4 level0),(after next level4 level1),(after next level4 level2),(after next level4 level3),(after on-sale goods1 market1 level0),(after on-sale goods1 market1 level1),(after on-sale goods1 market1 level2),(after on-sale goods1 market1 level3),(after on-sale goods1 market1 level4),(after on-sale goods1 market2 level0),(after on-sale goods1 market2 level1),(after on-sale goods1 market2 level2),(after on-sale goods1 market2 level3),(after on-sale goods1 market2 level4),(after on-sale goods2 market1 level0),(after on-sale goods2 market1 level1),(after on-sale goods2 market1 level2),(after on-sale goods2 market1 level3),(after on-sale goods2 market1 level4),(after on-sale goods2 market2 level0),(after on-sale goods2 market2 level1),(after on-sale goods2 market2 level2),(after on-sale goods2 market2 level3),(after on-sale goods2 market2 level4),(after on-sale goods3 market1 level0),(after on-sale goods3 market1 level1),(after on-sale goods3 market1 level2),(after on-sale goods3 market1 level3),(after on-sale goods3 market1 level4),(after on-sale goods3 market2 level0),(after on-sale goods3 market2 level1),(after on-sale goods3 market2 level2),(after on-sale goods3 market2 level3),(after on-sale goods3 market2 level4),(after ready-to-load goods1 market1 level0),(after ready-to-load goods1 market1 level1),(after ready-to-load goods1 market1 level2),(after ready-to-load goods1 market1 level3),(after ready-to-load goods1 market1 level4),(after ready-to-load goods1 market2 level0),(after ready-to-load goods1 market2 level1),(after ready-to-load goods1 market2 level2),(after ready-to-load goods1 market2 level3),(after ready-to-load goods1 market2 level4),(after ready-to-load goods2 market1 level0),(after ready-to-load goods2 market1 level1),(after ready-to-load goods2 market1 level2),(after ready-to-load goods2 market1 level3),(after ready-to-load goods2 market1 level4),(after ready-to-load goods2 market2 level0),(after ready-to-load goods2 market2 level1),(after ready-to-load goods2 market2 level2),(after ready-to-load goods2 market2 level3),(after ready-to-load goods2 market2 level4),(after ready-to-load goods3 market1 level0),(after ready-to-load goods3 market1 level1),(after ready-to-load goods3 market1 level2),(after ready-to-load goods3 market1 level3),(after ready-to-load goods3 market1 level4),(after ready-to-load goods3 market2 level0),(after ready-to-load goods3 market2 level1),(after ready-to-load goods3 market2 level2),(after ready-to-load goods3 market2 level3),(after ready-to-load goods3 market2 level4),(after stored goods1 level0),(after stored goods1 level1),(after stored goods1 level2),(after stored goods1 level3),(after stored goods1 level4),(after stored goods2 level0),(after stored goods2 level1),(after stored goods2 level2),(after stored goods2 level3),(after stored goods2 level4),(after stored goods3 level0),(after stored goods3 level1),(after stored goods3 level2),(after stored goods3 level3),(after stored goods3 level4),Decision
True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,(drive truck2 depot1 market2)
True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,(buy truck2 goods3 market2 level0 level1 level0 level1)
False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False,(load goods3 truck2 market2 level0 level1 level0 level1)
True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,(buy truck2 goods2 market2 level1 level2 level0 level1)
True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,(load goods2 truck2 market2 level0 level1 level0 level1)
False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,True,(buy truck2 goods1 market2 level0 level1 level0 level1)
True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,True,(drive truck1 depot1 market2)
True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,(load goods1 truck2 market2 level0 level1 level0 level1)
False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,(drive truck2 market2 depot1)
True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,(unload goods3 truck2 depot1 level0 level1 level0 level1)
